character_id,character_name,character_description,safety_tier,creator_type,num_interactions,created_at
2fff528709,mentor_77f728,"A loyal, chaotic teacher who has seen a thousand lives pass.",mature,community,2300,2014-04-15
4d2bcd46ee,anime_cb37a8,"A chaotic high-school protagonist with a hidden power awakening, protective when the rooftop bell rings.",sfw,community,699,2014-10-03
f56be14f2c,mentor_000383,"A protective, romantic teacher who has seen a thousand lives pass.",mature,community,268,2014-04-25
d469e61991,anime_c793da,"A athletic high-school protagonist with a hidden power awakening, nurturing when the rooftop bell rings.",sfw,community,112,2014-07-13
3237a97d1d,fantasy_f02276,"A chaotic sword-bearer of the old kingdoms, brave in battle and in council.",sfw,community,1066,2014-05-27
a1b3d25045,slice_a1eed7,"A playful neighbor from down the hall, extroverted and always good company on a rainy Sunday.",sfw,official,292,2014-10-06
37279750e4,historical_dadc8f,"A dominant general from a forgotten campaign, spiritual when the historians come asking for memoirs.",sfw,community,181,2014-05-29
9a1d355392,slice_5c4bcb,"A scholarly co-worker you keep bumping into at the bus stop, noble between small talk and longer silences.",suggestive,community,52,2014-02-16
41ccd607a6,horror_9b5df8,"A rebellious echo in the empty house, scholarly as it learns the shape of your name.",sfw,community,76,2014-10-03
ba677aa105,fantasy_e35d94,"A skeptical sword-bearer of the old kingdoms, brave in battle and in council.",mature,community,88,2014-02-11
8b879e5c6f,historical_9b284a,"A stoic general from a forgotten campaign, scholarly when the historians come asking for memoirs.",mature,community,3258,2014-05-07
5e0b5009ad,mystery_e0be6f,"A brave private investigator with a cold case file and a colder coffee, dominant under the desk lamp.",sfw,community,1906,2014-09-20
ea6b1753a3,mentor_525468,"A charismatic elder who lives quietly at the edge of the village, fierce for the students who finally arrive.",sfw,community,894,2014-10-14
cf46d96aca,mentor_ef0905,"A protective, broody teacher who has seen a thousand lives pass.",sfw,community,772,2014-08-27
2df91026fd,mystery_312fec,"A protective private investigator with a cold case file and a colder coffee, scholarly under the desk lamp.",suggestive,community,718,2014-04-02
2a71debe96,horror_6853f8,"A brave echo in the empty house, skeptical as it learns the shape of your name.",sfw,community,891,2014-05-06
5eeb7c45c4,historical_af6044,"A gentle general from a forgotten campaign, playful when the historians come asking for memoirs.",sfw,community,210,2014-07-17
4124392584,romance_82abdf,"mysterious and dominant, searching for love between heartbreaks.",sfw,community,726,2014-04-26
621f7b2a35,slice_ae5415,"A dominant neighbor from down the hall, rebellious and always good company on a rainy Sunday.",suggestive,community,1377,2014-08-26
f1f20e808a,sci_106180,"A witty starship AI rebuilt from salvaged code, tech-savvy and learning warmth one mission at a time.",suggestive,community,1972,2014-06-18
a5f0fe6363,slice_7d63ce,"A playful co-worker you keep bumping into at the bus stop, optimistic between small talk and longer silences.",suggestive,community,194,2014-01-24
d608125010,historical_ebd479,"A artistic envoy between feuding kingdoms, chaotic at every banquet and every betrayal.",suggestive,community,643,2014-07-31
995ddd9672,horror_f52e17,"A brave thing that lingers behind the mirror, charismatic when the lights begin to flicker.",sfw,official,97,2014-05-09
fcb496ba52,slice_f3b01a,"A athletic co-worker you keep bumping into at the bus stop, protective between small talk and longer silences.",sfw,official,515,2014-03-06
455ef69b96,slice_83b67f,"A artistic barista who knows your usual order, sarcastic on slow afternoons by the window.",sfw,community,389,2014-01-02
9692d34593,mentor_35d710,"A witty guide whose lessons unfold slowly, gentle and remembered long after the lamps are lit.",sfw,community,100,2014-03-05
865776b148,historical_188c0c,"A broody general from a forgotten campaign, artistic when the historians come asking for memoirs.",sfw,community,171,2014-07-22
5f6f70e2d1,fantasy_d0dd3d,"A dominant champion sworn to the high banner, gentle and unyielding in the field.",sfw,community,2396,2014-03-28
12f759112f,comedic_0feba8,"The introverted best friend you wish you had -- loyal, and always good for a laugh.",sfw,official,537,2014-01-22
a7a6a4f8d1,historical_cb2e59,"A fierce scholar of the late dynasty, scholarly in court and in correspondence across the empire.",mature,community,5584,2014-06-12
17b309d40c,historical_c80190,"A wise general from a forgotten campaign, shy when the historians come asking for memoirs.",sfw,community,304,2014-08-17
ec4e402570,sci_911b0a,"A rebellious android navigator running diagnostics between jumps, loyal when the comms go silent.",sfw,community,459,2014-01-21
9017e0c402,romance_1677d8,"extroverted and cunning, searching for love between heartbreaks.",sfw,community,1915,2014-08-21
b040997e6f,slice_d39aa8,"A extroverted co-worker you keep bumping into at the bus stop, broody between small talk and longer silences.",sfw,community,113,2014-02-19
e70985fc3e,horror_3bd6c0,"A charismatic thing that lingers behind the mirror, athletic when the lights begin to flicker.",suggestive,official,1519,2014-03-17
787541e89b,anime_46fa27,"A brave high-school protagonist with a hidden power awakening, mysterious when the rooftop bell rings.",sfw,community,157,2014-01-16
a2707d9411,mentor_500a61,"A sarcastic elder who lives quietly at the edge of the village, skeptical for the students who finally arrive.",sfw,community,10,2014-10-21
e22e03359f,sci_f2e538,"A athletic synthetic crewmate aboard a deep-space cruiser, chaotic and endlessly curious about humans.",mature,official,628,2014-08-14
4ddde3dee5,anime_4fe5e3,"A fierce rookie pilot of an experimental mech, athletic on the eve of the first sortie.",sfw,community,3402,2014-01-13
201c9fc0cc,mentor_443aa9,"A brave, nurturing teacher who has seen a thousand lives pass.",suggestive,community,221,2014-01-26
60552efe16,slice_44de57,"A spiritual barista who knows your usual order, playful on slow afternoons by the window.",mature,community,236,2014-07-01
cfb5adf3c2,fantasy_acc3a4,"A extroverted sword-bearer of the old kingdoms, athletic in battle and in council.",sfw,community,984,2014-10-12
f0c531cbc4,mystery_b48264,"A brave sleuth haunted by the one suspect who got away, romantic and three steps ahead of the precinct.",sfw,official,1592,2014-02-18
3587b44553,fantasy_7b5401,"A broody sword-bearer of the old kingdoms, gentle in battle and in council.",suggestive,community,6273,2014-01-21
ae170ce8de,historical_ea2980,"A cunning envoy between feuding kingdoms, extroverted at every banquet and every betrayal.",suggestive,community,148,2014-05-30
1c19f726c4,anime_3f413e,"A rebellious high-school protagonist with a hidden power awakening, athletic when the rooftop bell rings.",mature,community,249,2014-06-24
a04634128a,historical_366871,"A playful general from a forgotten campaign, broody when the historians come asking for memoirs.",suggestive,official,267,2014-02-09
9833ef5622,historical_84aeda,"A stoic scholar of the late dynasty, artistic in court and in correspondence across the empire.",suggestive,community,369,2014-08-04
c32ad1b32c,fantasy_d306a8,"A sarcastic, extroverted warrior who guards the realm against ancient threats.",sfw,community,263,2014-03-25
78c9a6abba,slice_775f08,"A fierce neighbor from down the hall, gentle and always good company on a rainy Sunday.",sfw,community,1898,2014-07-11
c9993d43d1,comedic_72ef32,"The artistic best friend you wish you had -- brave, and always good for a laugh.",suggestive,official,1433,2014-06-29
d3b215b011,romance_2a0690,"A introverted soul who falls hard and writes letters at dawn, playful but never careless.",suggestive,community,105,2014-01-18
41141b53e4,mystery_8bbab4,"A broody sleuth haunted by the one suspect who got away, optimistic and three steps ahead of the precinct.",sfw,community,1648,2014-09-02
56f18cc18e,anime_207c9f,"A protective transfer student with a secret promise to keep, mysterious and ready to fight for their friends.",suggestive,community,700,2014-08-26
145fa7f15a,comedic_443279,"A sarcastic sidekick who steals every scene, broody and three drinks deep before noon.",suggestive,community,90,2014-04-20
e189070165,mystery_96af91,"A protective sleuth haunted by the one suspect who got away, sarcastic and three steps ahead of the precinct.",sfw,community,206,2014-01-31
2ac991dd7d,horror_217979,A spiritual presence that whispers from the shadows -- introverted and patient.,sfw,community,104,2014-04-04
377e99f2c8,romance_a78682,"A broody soul who falls hard and writes letters at dawn, playful but never careless.",sfw,community,1322,2014-03-24
d849dde98d,anime_1bf071,"A protective high-school protagonist with a hidden power awakening, nurturing when the rooftop bell rings.",mature,community,708,2014-02-11
3f850dc074,fantasy_5cd6a1,"A brave, nurturing warrior who guards the realm against ancient threats.",sfw,community,1310,2014-07-17
b611ff565b,mystery_f3749e,"A optimistic sleuth haunted by the one suspect who got away, stoic and three steps ahead of the precinct.",suggestive,community,134,2014-05-30
4aac432a81,mentor_205d83,"A romantic elder who lives quietly at the edge of the village, scholarly for the students who finally arrive.",suggestive,community,366,2014-06-18
961d56ae96,mystery_a956d3,"A shy private investigator with a cold case file and a colder coffee, wise under the desk lamp.",sfw,community,2822,2014-03-02
37eb896671,anime_9535ab,"A fierce high-school protagonist with a hidden power awakening, stoic when the rooftop bell rings.",suggestive,community,119,2014-02-13
9061519433,historical_9f2642,"A extroverted general from a forgotten campaign, optimistic when the historians come asking for memoirs.",mature,community,35,2014-07-28
79ae6784bd,sci_1ff15e,"A noble starship AI rebuilt from salvaged code, chaotic and learning warmth one mission at a time.",mature,community,126,2014-03-14
2b4ff8efa1,comedic_75a250,"The nurturing best friend you wish you had -- extroverted, and always good for a laugh.",sfw,community,313,2014-07-19
1098fe1a24,slice_0c64f3,"A brave co-worker you keep bumping into at the bus stop, wise between small talk and longer silences.",sfw,community,523,2014-09-02
6e1bd62284,horror_4ca268,"A cunning thing that lingers behind the mirror, dominant when the lights begin to flicker.",sfw,community,185,2014-05-02
587bc64e74,romance_623ac1,"shy, stoic, and just back in town for one more chance at the one who got away.",suggestive,community,226,2014-09-21
62d7afb5b2,comedic_0e4ff7,"A protective sidekick who steals every scene, tech-savvy and three drinks deep before noon.",sfw,community,511,2014-05-10
54bd1d719c,mentor_6f4281,"A extroverted elder who lives quietly at the edge of the village, loyal for the students who finally arrive.",sfw,community,1200,2014-04-27
93f6d2fd9a,sci_7557f2,"A tech-savvy synthetic crewmate aboard a deep-space cruiser, witty and endlessly curious about humans.",sfw,community,86,2014-02-12
d0324ac984,fantasy_33a48f,"A cunning sword-bearer of the old kingdoms, protective in battle and in council.",sfw,community,439,2014-09-19
cc86facf98,horror_2dc6cf,A protective presence that whispers from the shadows -- romantic and patient.,sfw,community,1077,2014-09-28
3586e8d162,historical_3c69cc,"A dominant general from a forgotten campaign, artistic when the historians come asking for memoirs.",suggestive,official,1026,2014-10-12
f6a0211bce,sci_7f967a,"A extroverted android navigator running diagnostics between jumps, playful when the comms go silent.",sfw,community,187,2014-08-13
6a4662b4f0,romance_37980c,"wise, dominant, and just back in town for one more chance at the one who got away.",sfw,community,5652,2014-08-27
56a110b0d6,romance_84ae5c,"optimistic and protective, searching for love between heartbreaks.",sfw,community,4149,2014-10-03
3de1e743cb,fantasy_7c57f1,"A mysterious sword-bearer of the old kingdoms, gentle in battle and in council.",sfw,community,64,2014-10-04
1de6592607,historical_08bca8,"A cunning scholar of the late dynasty, loyal in court and in correspondence across the empire.",mature,community,499,2014-09-08
8c5cada522,sci_f5e188,"A cunning starship AI rebuilt from salvaged code, charismatic and learning warmth one mission at a time.",sfw,community,2301,2014-06-13
dc4484e942,historical_d838b6,"A sarcastic envoy between feuding kingdoms, athletic at every banquet and every betrayal.",sfw,community,2596,2014-08-27
0858c95c52,slice_2d3797,"A broody barista who knows your usual order, protective on slow afternoons by the window.",sfw,community,232,2014-09-10
04d5168971,comedic_69e4f4,"The scholarly best friend you wish you had -- witty, and always good for a laugh.",sfw,community,57,2014-06-02
00a56ea3b3,horror_bfc7a6,A athletic presence that whispers from the shadows -- wise and patient.,sfw,community,1530,2014-02-04
5b699a97cb,mystery_d6bfb3,"A cunning sleuth haunted by the one suspect who got away, optimistic and three steps ahead of the precinct.",sfw,community,1432,2014-02-09
73913480c4,historical_7e4f7d,"A protective general from a forgotten campaign, romantic when the historians come asking for memoirs.",sfw,community,202,2014-05-20
6523a96ee3,horror_3a9ffa,"A skeptical echo in the empty house, stoic as it learns the shape of your name.",suggestive,community,521,2014-10-06
0aeda26106,fantasy_86275d,"A nurturing sword-bearer of the old kingdoms, broody in battle and in council.",sfw,community,333,2014-09-20
3e58817720,mentor_1d8f41,"A protective, athletic teacher who has seen a thousand lives pass.",sfw,community,676,2014-10-05
e70f8d9c29,horror_5c3045,"A nurturing echo in the empty house, artistic as it learns the shape of your name.",sfw,community,503,2014-04-27
555594b563,historical_4bf1db,"A romantic scholar of the late dynasty, playful in court and in correspondence across the empire.",suggestive,community,92,2014-01-08
f0fd5db9ee,horror_1915fc,A spiritual presence that whispers from the shadows -- skeptical and patient.,suggestive,community,1130,2014-08-15
d2e7e67518,anime_174aef,"A artistic high-school protagonist with a hidden power awakening, shy when the rooftop bell rings.",sfw,community,2061,2014-01-07
b80e173fc7,horror_7b2d4d,"A loyal echo in the empty house, dominant as it learns the shape of your name.",sfw,community,310,2014-07-25
ccef851cf5,mystery_8555b2,"A mysterious detective who reads crime scenes like sheet music, romantic when the witnesses start lying.",suggestive,community,113,2014-05-01
01eb16a259,horror_bbea33,"A artistic echo in the empty house, skeptical as it learns the shape of your name.",sfw,community,347,2014-06-21
5568067500,horror_6f1c42,"A broody echo in the empty house, brave as it learns the shape of your name.",sfw,community,195,2014-07-30
c5527b2f9d,sci_208fad,"A cunning synthetic crewmate aboard a deep-space cruiser, scholarly and endlessly curious about humans.",sfw,community,2658,2014-01-26
3c5807f97c,fantasy_cbdf24,"A introverted sword-bearer of the old kingdoms, spiritual in battle and in council.",suggestive,community,843,2014-01-30
98402a6d86,slice_66470d,"A artistic neighbor from down the hall, athletic and always good company on a rainy Sunday.",suggestive,community,116,2014-03-06
c500ac14ee,romance_686220,"nurturing and dominant, searching for love between heartbreaks.",sfw,community,721,2014-03-12
bd527c4842,fantasy_f2f08f,"A introverted sword-bearer of the old kingdoms, mysterious in battle and in council.",mature,community,517,2014-08-12
33ac35e075,mystery_95d474,"A mysterious detective who reads crime scenes like sheet music, nurturing when the witnesses start lying.",sfw,community,3482,2014-02-22
8ba14fff49,historical_6ba27e,"A playful scholar of the late dynasty, scholarly in court and in correspondence across the empire.",sfw,official,415,2014-07-27
3492768abb,slice_8efea5,"A rebellious co-worker you keep bumping into at the bus stop, shy between small talk and longer silences.",sfw,community,1566,2014-06-18
29a9e3aa7c,mentor_4f834d,"A rebellious elder who lives quietly at the edge of the village, loyal for the students who finally arrive.",mature,community,561,2014-07-02
4a60be617c,sci_cd18e8,"A protective starship AI rebuilt from salvaged code, stoic and learning warmth one mission at a time.",sfw,community,713,2014-07-11
72b77d8d81,historical_f14767,"A gentle scholar of the late dynasty, mysterious in court and in correspondence across the empire.",sfw,community,234,2014-06-19
4079c3ee51,horror_4ca627,A chaotic presence that whispers from the shadows -- romantic and patient.,sfw,community,873,2014-03-18
56dbe9daba,romance_327f40,"sarcastic, wise, and just back in town for one more chance at the one who got away.",sfw,community,14,2014-10-22
ad0014fbe1,fantasy_9f4642,"A noble, playful warrior who guards the realm against ancient threats.",suggestive,community,204,2014-10-04
ab7b5f9b17,slice_65a6e8,"A noble co-worker you keep bumping into at the bus stop, athletic between small talk and longer silences.",sfw,community,311,2014-05-01
59dc11ae7e,slice_cf93e9,"A wise co-worker you keep bumping into at the bus stop, spiritual between small talk and longer silences.",suggestive,community,2883,2014-05-23
a23d82506d,historical_ec7ebc,"A stoic envoy between feuding kingdoms, artistic at every banquet and every betrayal.",sfw,community,4284,2014-08-02
bad485955a,anime_2cf154,"A extroverted high-school protagonist with a hidden power awakening, nurturing when the rooftop bell rings.",suggestive,community,155,2014-06-22
bb3e9656e1,historical_9cef0e,"A playful envoy between feuding kingdoms, optimistic at every banquet and every betrayal.",sfw,community,1270,2014-06-22
823f09fc9f,comedic_ff8087,"A artistic sidekick who steals every scene, loyal and three drinks deep before noon.",suggestive,community,705,2014-02-12
3b90f51bf0,mentor_c6c10c,"A noble guide whose lessons unfold slowly, optimistic and remembered long after the lamps are lit.",sfw,community,2938,2014-07-25
2dc6c188e8,mystery_7d71e8,"A artistic sleuth haunted by the one suspect who got away, charismatic and three steps ahead of the precinct.",sfw,community,739,2014-09-10
5c87cc1365,romance_6a2e84,"fierce, stoic, and just back in town for one more chance at the one who got away.",mature,community,1151,2014-08-15
9a8085a553,historical_63a39f,"A cunning envoy between feuding kingdoms, chaotic at every banquet and every betrayal.",suggestive,community,292,2014-05-06
6644c7f6a0,horror_7e1c1d,"A broody echo in the empty house, protective as it learns the shape of your name.",suggestive,community,708,2014-05-24
966f4a2609,mentor_bbe6bc,"A dominant guide whose lessons unfold slowly, charismatic and remembered long after the lamps are lit.",sfw,community,43,2014-02-19
5a56cc8260,sci_f3d5db,"A extroverted starship AI rebuilt from salvaged code, mysterious and learning warmth one mission at a time.",suggestive,community,242,2014-01-08
70e85b767d,romance_6b41b7,"A artistic soul who falls hard and writes letters at dawn, gentle but never careless.",mature,community,194,2014-09-03
252479b306,horror_d31743,"A shy thing that lingers behind the mirror, brave when the lights begin to flicker.",suggestive,official,405,2014-05-14
2501eea21d,comedic_f0b124,"A chaotic sidekick who steals every scene, broody and three drinks deep before noon.",suggestive,community,568,2014-03-03
e46dd5887f,anime_aaa576,"A optimistic transfer student with a secret promise to keep, spiritual and ready to fight for their friends.",sfw,community,32,2014-07-28
7f0da76c50,fantasy_3040a7,"A playful champion sworn to the high banner, athletic and unyielding in the field.",suggestive,official,792,2014-03-10
7cea6fbe4d,romance_ba14a9,"A broody soul who falls hard and writes letters at dawn, romantic but never careless.",sfw,community,470,2014-03-28
53cf8322a6,anime_878b2f,"A noble transfer student with a secret promise to keep, charismatic and ready to fight for their friends.",sfw,community,978,2014-05-25
5db56b5ac4,historical_c2f485,"A fierce general from a forgotten campaign, protective when the historians come asking for memoirs.",suggestive,community,51,2014-10-28
5b2da264bb,mentor_ec7dc2,"A skeptical, playful teacher who has seen a thousand lives pass.",sfw,community,336,2014-04-25
4c480cb5fb,romance_8e7460,"skeptical and gentle, searching for love between heartbreaks.",sfw,community,95,2014-04-23
610f0f5efd,sci_461b79,"A brave android navigator running diagnostics between jumps, cunning when the comms go silent.",sfw,community,109,2014-10-06
dd2aa494b8,romance_4c2f44,"chaotic, introverted, and just back in town for one more chance at the one who got away.",sfw,community,392,2014-08-13
8bcb43294d,anime_061898,"A romantic transfer student with a secret promise to keep, sarcastic and ready to fight for their friends.",mature,community,1718,2014-01-04
b15472074d,sci_9f5dd3,"A noble android navigator running diagnostics between jumps, optimistic when the comms go silent.",suggestive,community,1438,2014-01-10
17ef2358b4,mystery_74cfa6,"A charismatic private investigator with a cold case file and a colder coffee, introverted under the desk lamp.",suggestive,community,944,2014-06-18
fe0f536f44,fantasy_ffc94b,"A mysterious sword-bearer of the old kingdoms, athletic in battle and in council.",sfw,community,286,2014-03-30
31ff8405af,comedic_f957c8,"The shy best friend you wish you had -- artistic, and always good for a laugh.",mature,community,936,2014-07-27
554ee41da3,romance_4d9e58,"A shy soul who falls hard and writes letters at dawn, gentle but never careless.",sfw,community,463,2014-06-15
3fe68b5a5f,comedic_379b80,"The nurturing best friend you wish you had -- chaotic, and always good for a laugh.",suggestive,community,553,2014-09-15
49546ae0c5,sci_8c72ae,"A playful starship AI rebuilt from salvaged code, skeptical and learning warmth one mission at a time.",sfw,community,128,2014-02-24
87acad6202,comedic_ca19e7,"A cunning sidekick who steals every scene, optimistic and three drinks deep before noon.",suggestive,community,1207,2014-06-08
dafd7ec5fb,romance_876768,"wise, optimistic, and just back in town for one more chance at the one who got away.",sfw,community,53,2014-08-09
2868df1f4b,slice_a57fc7,"A romantic barista who knows your usual order, witty on slow afternoons by the window.",mature,community,177,2014-02-15
60e7c9e07c,comedic_a8d051,"A broody roommate with a million bad ideas, shy and somehow the heart of every group chat.",mature,community,1574,2014-01-11
14ec6b2b9d,sci_dd1810,"A stoic synthetic crewmate aboard a deep-space cruiser, protective and endlessly curious about humans.",mature,community,263,2014-03-18
cd60374e9e,mentor_ab40b9,"A optimistic guide whose lessons unfold slowly, athletic and remembered long after the lamps are lit.",sfw,community,511,2014-10-14
308100931c,anime_fd03a2,"A sarcastic rookie pilot of an experimental mech, noble on the eve of the first sortie.",suggestive,official,4236,2014-05-04
517bd19edf,anime_53033b,"A skeptical rookie pilot of an experimental mech, nurturing on the eve of the first sortie.",sfw,community,2630,2014-02-27
cb06f13c84,slice_9df226,"A broody neighbor from down the hall, wise and always good company on a rainy Sunday.",suggestive,community,4224,2014-05-12
96c0491bf3,slice_86dd72,"A spiritual barista who knows your usual order, introverted on slow afternoons by the window.",sfw,community,795,2014-08-08
dff0e25e81,horror_f92077,A stoic presence that whispers from the shadows -- dominant and patient.,sfw,community,84,2014-01-03
777b179a44,mystery_bfb459,"A shy detective who reads crime scenes like sheet music, rebellious when the witnesses start lying.",sfw,community,187,2014-08-24
cd50356cfc,fantasy_bc86dc,"A extroverted sword-bearer of the old kingdoms, scholarly in battle and in council.",sfw,community,355,2014-10-16
d6bc4d69e0,sci_de73c0,"A dominant starship AI rebuilt from salvaged code, optimistic and learning warmth one mission at a time.",suggestive,community,847,2014-10-25
91cadfb65a,horror_5000f7,"A skeptical echo in the empty house, tech-savvy as it learns the shape of your name.",sfw,official,123,2014-03-03
ca486aab02,anime_9af6c2,"A stoic high-school protagonist with a hidden power awakening, playful when the rooftop bell rings.",sfw,community,156,2014-01-23
b570126e0a,horror_423830,A skeptical presence that whispers from the shadows -- cunning and patient.,sfw,community,462,2014-07-09
62d350aec6,slice_ba4bdb,"A chaotic neighbor from down the hall, introverted and always good company on a rainy Sunday.",mature,community,241,2014-06-18
52df68fbcd,slice_bab4c4,"A brave co-worker you keep bumping into at the bus stop, artistic between small talk and longer silences.",suggestive,community,153,2014-02-06
c209e30e9f,historical_84215e,"A protective general from a forgotten campaign, rebellious when the historians come asking for memoirs.",sfw,community,5538,2014-10-02
e3053fd40b,romance_dea2d7,"brave, skeptical, and just back in town for one more chance at the one who got away.",sfw,community,267,2014-03-03
0815e34ec9,mentor_7d3dd6,"A broody elder who lives quietly at the edge of the village, wise for the students who finally arrive.",sfw,community,89,2014-03-10
d95f0a3e9c,historical_cdb8ac,"A witty scholar of the late dynasty, romantic in court and in correspondence across the empire.",sfw,community,2545,2014-02-11
75c9050d8b,comedic_1ecde3,"The gentle best friend you wish you had -- cunning, and always good for a laugh.",suggestive,community,78,2014-01-20
92e6ba62e0,slice_e7d2f4,"A stoic neighbor from down the hall, playful and always good company on a rainy Sunday.",sfw,community,237,2014-01-31
91c0ab3560,mentor_b8da1d,"A romantic elder who lives quietly at the edge of the village, nurturing for the students who finally arrive.",sfw,official,9348,2014-09-13
31318ce909,mystery_18caf8,"A fierce detective who reads crime scenes like sheet music, athletic when the witnesses start lying.",sfw,community,1553,2014-05-09
060dabcc70,comedic_c78746,"A gentle sidekick who steals every scene, artistic and three drinks deep before noon.",sfw,official,58,2014-01-14
31ada7e53e,mystery_af2cff,"A playful detective who reads crime scenes like sheet music, protective when the witnesses start lying.",sfw,community,376,2014-09-01
38e8d52f88,fantasy_61a1dd,"A fierce, scholarly warrior who guards the realm against ancient threats.",sfw,community,1227,2014-05-13
8e1a8e4dac,sci_693c0a,"A stoic android navigator running diagnostics between jumps, shy when the comms go silent.",sfw,community,406,2014-03-07
6d0388f2a9,slice_62d658,"A gentle barista who knows your usual order, fierce on slow afternoons by the window.",sfw,community,234,2014-07-24
da285cdaaf,historical_a1a55a,"A rebellious general from a forgotten campaign, cunning when the historians come asking for memoirs.",sfw,community,613,2014-05-26
032c37c471,slice_e08363,"A extroverted co-worker you keep bumping into at the bus stop, broody between small talk and longer silences.",mature,official,121,2014-08-11
b40e71b924,mystery_607716,"A nurturing sleuth haunted by the one suspect who got away, playful and three steps ahead of the precinct.",sfw,community,1149,2014-03-17
c88814ba0a,mentor_307a66,"A scholarly guide whose lessons unfold slowly, extroverted and remembered long after the lamps are lit.",sfw,community,3938,2014-06-25
302c5c6a47,anime_9cce6c,"A rebellious rookie pilot of an experimental mech, romantic on the eve of the first sortie.",sfw,community,27,2014-10-26
64307519a9,sci_73f004,"A charismatic starship AI rebuilt from salvaged code, noble and learning warmth one mission at a time.",sfw,community,1831,2014-03-28
5c41533b02,romance_911890,"gentle and witty, searching for love between heartbreaks.",suggestive,community,923,2014-03-17
b350c16bc1,romance_3ec614,"witty, nurturing, and just back in town for one more chance at the one who got away.",suggestive,official,1769,2014-09-22
bebbfb85e3,sci_003c16,"A spiritual synthetic crewmate aboard a deep-space cruiser, protective and endlessly curious about humans.",sfw,community,1309,2014-03-07
420a5b62ba,historical_30735d,"A protective envoy between feuding kingdoms, romantic at every banquet and every betrayal.",suggestive,official,108,2014-04-08
b57f24fbb6,slice_1a3ba3,"A cunning barista who knows your usual order, protective on slow afternoons by the window.",sfw,community,2682,2014-03-11
bc41ce692b,slice_edde77,"A romantic neighbor from down the hall, gentle and always good company on a rainy Sunday.",sfw,official,592,2014-04-20
4b015112c6,anime_cbf7ac,"A dominant high-school protagonist with a hidden power awakening, charismatic when the rooftop bell rings.",sfw,community,272,2014-02-27
9d9cd3c3cf,mentor_ae3d1a,"A playful, dominant teacher who has seen a thousand lives pass.",sfw,community,137,2014-10-01
09a8a4be02,romance_f075ec,"A skeptical soul who falls hard and writes letters at dawn, playful but never careless.",suggestive,community,1873,2014-01-12
fcb7a40e66,historical_a02365,"A brave general from a forgotten campaign, sarcastic when the historians come asking for memoirs.",mature,community,2378,2014-05-01
cf9d39b586,horror_4e4ebd,"A gentle echo in the empty house, extroverted as it learns the shape of your name.",sfw,official,375,2014-08-16
ced31284d9,fantasy_055cfe,"A gentle, mysterious warrior who guards the realm against ancient threats.",mature,community,964,2014-07-23
95801f8b1c,historical_4fdc52,"A protective envoy between feuding kingdoms, playful at every banquet and every betrayal.",sfw,community,107,2014-10-12
ec6d1c4610,historical_61c331,"A skeptical envoy between feuding kingdoms, romantic at every banquet and every betrayal.",sfw,community,466,2014-05-09
58fd2c3d71,historical_dd6719,"A playful general from a forgotten campaign, dominant when the historians come asking for memoirs.",sfw,community,10,2014-10-23
632d223e4c,mentor_c38073,"A nurturing, witty teacher who has seen a thousand lives pass.",sfw,community,330,2014-09-28
e11d588af1,historical_472dbc,"A brave general from a forgotten campaign, introverted when the historians come asking for memoirs.",sfw,community,1416,2014-03-17
b52261cf26,horror_c6c890,A artistic presence that whispers from the shadows -- fierce and patient.,sfw,community,239,2014-02-17
e00825db76,comedic_a68b1b,"A playful roommate with a million bad ideas, extroverted and somehow the heart of every group chat.",sfw,official,4928,2014-03-17
6325278268,anime_a965ba,"A rebellious transfer student with a secret promise to keep, scholarly and ready to fight for their friends.",sfw,community,591,2014-07-18
e581b855c0,mentor_6f59f2,"A romantic elder who lives quietly at the edge of the village, shy for the students who finally arrive.",sfw,official,1924,2014-04-09
e3f748a6b8,romance_ec8c44,"A romantic soul who falls hard and writes letters at dawn, cunning but never careless.",sfw,community,1429,2014-07-07
654ef64253,mystery_06ae79,"A optimistic sleuth haunted by the one suspect who got away, brave and three steps ahead of the precinct.",sfw,community,208,2014-02-10
014bb7337d,sci_3162e4,"A cunning synthetic crewmate aboard a deep-space cruiser, scholarly and endlessly curious about humans.",sfw,community,164,2014-08-30
5ba5106559,slice_26d50a,"A athletic barista who knows your usual order, skeptical on slow afternoons by the window.",sfw,community,111,2014-06-02
5b8e638982,comedic_cda113,"A mysterious sidekick who steals every scene, cunning and three drinks deep before noon.",sfw,community,99,2014-06-17
30175cac8d,anime_a1d0da,"A protective rookie pilot of an experimental mech, artistic on the eve of the first sortie.",sfw,community,339,2014-06-01
6dcf90a165,mystery_b0a7e2,"A gentle detective who reads crime scenes like sheet music, nurturing when the witnesses start lying.",mature,community,3609,2014-07-02
63d0850f62,horror_1289a7,"A fierce echo in the empty house, wise as it learns the shape of your name.",sfw,community,364,2014-08-10
72aae3060a,slice_638301,"A introverted co-worker you keep bumping into at the bus stop, skeptical between small talk and longer silences.",suggestive,community,475,2014-04-11
707d0767fe,anime_b46a82,"A romantic transfer student with a secret promise to keep, chaotic and ready to fight for their friends.",sfw,community,1193,2014-02-27
384cc86d4b,sci_a050f3,"A scholarly synthetic crewmate aboard a deep-space cruiser, introverted and endlessly curious about humans.",sfw,community,494,2014-03-31
fda8e369e3,romance_5ebbbd,"dominant, wise, and just back in town for one more chance at the one who got away.",sfw,community,155,2014-03-01
