id,hour,click,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C1,C14,C15,C16,C17,C18,C19,C20,C21,character_id,conversation_turn,session_msg_count
12945424533003499736,14102211,0,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cd3584d8,1aa0e912,1,0,1005,17914,320,50,2043,2,39,-1,32,253e7d943b,3,3
13064708309711282592,14102211,0,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,3dc2864f,4376882b,cc2e4fe4,1,3,1005,21767,320,50,2506,0,35,100020,157,9a1d355392,1,4
13364939501162091781,14102211,0,0,85f751fd,c4e18dd6,50e219e0,4c748806,2347f47a,0f2161f8,a99f214a,c66ce90c,cd5b1559,1,2,1005,21767,320,50,2506,0,35,-1,157,af387ec9c5,3,18
13934527049498150490,14102211,0,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,f8df1181,3de05cb4,1,2,1005,21767,320,50,2506,0,35,-1,157,ffcc151137,8,12
14410589656299231858,14102211,1,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a65cbacc,8a4875bd,1,0,1005,21882,320,50,2526,0,35,-1,221,38d6436e91,13,15
14440828834819565666,14102211,1,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ad83ed2e,ecb851b2,1,0,1005,15704,320,50,1722,0,35,-1,79,4d4027dd27,5,8
1446681180056972772,14102211,0,0,85f751fd,c4e18dd6,50e219e0,1d64ced5,2347f47a,8ded1f7a,f6dc625b,fbeee7a5,84dda655,1,2,1005,15707,320,50,1722,0,35,-1,79,7e3dcae2bc,14,15
14511737287046169572,14102211,0,0,85f751fd,c4e18dd6,50e219e0,a4db51b9,d9b5648e,0f2161f8,a99f214a,ca65c1f6,cd63b0bb,1,0,1005,20277,320,50,2281,3,47,100182,42,37fe473f40,1,2
15016408070293645359,14102211,0,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,3dd1659f,b3f4c8ce,1,0,1005,21768,320,50,2506,0,35,-1,157,d0741cff5b,3,7
15600012387865702431,14102211,0,0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,3033c66f,5a99f6be,1,0,1005,20093,300,250,2295,2,35,100081,23,6a4662b4f0,16,28
15733587316743724194,14102211,0,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,f9daa240,21b5fb3d,1,2,1005,21768,320,50,2506,0,35,-1,157,e581b855c0,2,3
16011388721938824335,14102211,0,0,85f751fd,c4e18dd6,50e219e0,a37bf1e4,7801e8d9,07d7df22,d8f03305,d041462a,08ac11ab,0,0,1002,14265,320,50,1526,2,169,100111,35,61ce778ddb,3,3
17135143133840493112,14102211,0,0,85f751fd,c4e18dd6,50e219e0,c51f82bc,d9b5648e,0f2161f8,a99f214a,570e4146,b4b19c97,1,0,1005,17661,320,50,1996,1,41,100057,71,c7f0e4e841,2,3
17409574871624456516,14102211,0,0,85f751fd,c4e18dd6,50e219e0,019f1849,2347f47a,879c24eb,a99f214a,493ec268,78d9bd10,1,0,1005,21768,320,50,2506,0,35,-1,157,199e725cd6,4,24
1768008241549965058,14102211,0,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,337896c9,296f8cbc,1,0,1005,21768,320,50,2506,0,35,-1,157,58fc1e3bd5,8,25
17904787205797974627,14102211,0,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fabd6f23,36c6b1de,1,0,1005,21770,320,50,2507,0,35,100176,157,e1c46be3da,1,13
18010757792266871259,14102211,0,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6df650f6,4ea23a13,1,0,1005,21829,320,50,2522,0,35,-1,221,e330803d3a,6,8
18070733411889587954,14102211,0,0,fbfbe4c5,fbac301e,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d6b2de2a,36b67a2a,1,0,1005,15840,320,50,1741,3,171,100112,100,ce0c9b52fc,4,4
18213808383552882710,14102211,0,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,5c4a662f,abbd6ad1,1,0,1005,21767,320,50,2506,0,35,-1,157,9c57d5f57d,12,47
18263274944098331899,14102211,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c855f59d,1df52df3,1,0,1005,15699,320,50,1722,0,35,-1,79,251f152674,3,15
3569697833119597648,14102211,0,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a9c9c76f,5096d134,1,0,1005,4687,320,50,423,2,39,100148,32,83f42f2524,7,70
3785555395734595653,14102211,1,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,500ee2a5,4962150e,1,0,1005,19016,300,250,2162,2,39,100155,33,882feb3fff,11,19
3904311963683991032,14102211,0,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ab2b88d6,46a414f4,1,0,1005,21769,320,50,2507,0,35,100176,157,2df897afb4,22,23
3998170569507985305,14102211,0,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d80ace14,d787e91b,1,0,1005,21878,320,50,2526,0,35,100075,221,acac0a8b97,10,13
4085734316527292994,14102211,0,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,488a9a3e,84ebbcd4,1,0,1005,21770,320,50,2507,0,35,-1,157,9d2437b45a,1,2
4375174439108464265,14102211,0,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fec9a8a7,0eb711ec,1,0,1005,21770,320,50,2507,0,35,-1,157,9f04f3e735,7,10
4882496472486108213,14102211,0,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e32972bc,597ff2d3,1,2,1005,21769,320,50,2507,0,35,100176,157,6d5be2c3a0,1,1
5122315978551974036,14102211,1,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d90a7774,cad4c01d,1,0,1005,9478,320,50,906,3,1451,100156,61,e60e0f37c0,9,13
556649663211990494,14102211,0,0,235ba823,f6ebf28e,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4adbe06a,fce66524,1,0,1005,21767,320,50,2506,0,35,100077,157,1703fba725,1,5
6103237449575025155,14102211,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7f9be751,81b42528,1,0,1005,15701,320,50,1722,0,35,100084,79,0112acfb9c,3,10
6376877940744773996,14102211,0,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,a6a6b11e,c464aa46,1,0,1005,21767,320,50,2506,0,35,-1,157,c885c37653,3,12
6444479644592213413,14102211,1,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,22ec8bdf,c6263d8a,1,0,1005,15706,320,50,1722,0,35,-1,79,c38ed3340c,1,1
6470864749853753467,14102211,0,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,c8002b85,b7e932e7,1,0,1005,21768,320,50,2506,0,35,-1,157,75eae5a2fc,2,3
6495077338112373295,14102211,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0489ce3f,5096d134,1,0,1005,15705,320,50,1722,0,35,-1,79,921ed98aa3,7,16
6901323327143793007,14102211,0,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f1ccfa57,08684f7e,1,0,1005,21924,216,36,2528,0,35,100074,221,cee7fb3c20,14,16
7483246036856157663,14102211,0,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,8116ccef,1f0bc64f,1,0,1005,21769,320,50,2507,0,35,100177,157,e8067ccdf4,2,4
7933736863332592857,14102211,0,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,cdc37311,e30e04df,32fa85fb,1,0,1005,16688,320,50,1873,3,39,-1,23,d62d885c22,10,11
8969682883713574564,14102211,0,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,3c733691,8a4875bd,1,0,1005,21882,320,50,2526,0,35,100077,221,e2e2aa8e6a,5,5
9014680400970840052,14102211,0,0,85f751fd,c4e18dd6,50e219e0,ae99e2d3,2347f47a,0f2161f8,a99f214a,ca17abe0,49ea3580,1,0,1005,21771,300,250,2507,0,35,100084,157,3c7d717441,1,2
9380446292393698167,14102211,0,0,06a0ac14,77c8e77d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a59457ac,d14c4241,1,0,1005,19772,320,50,2227,0,679,-1,48,6c3c798f24,5,8
10362332213883462200,14102212,1,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b18a6393,9dcb1cd1,1,0,1005,19772,320,50,2227,0,679,100081,48,1e85364345,11,17
10488577689422872350,14102212,0,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,888cde70,8a4875bd,1,0,1005,21894,320,50,2526,0,35,100076,221,a6dad2c2ef,5,12
10533485939732738986,14102212,1,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a6df415d,cab7ad1c,1,0,1005,15705,320,50,1722,0,35,-1,79,64e0a0aba1,3,4
10614111293383864019,14102212,0,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,78ebee90,a8536f3a,d787e91b,1,0,1005,15699,320,50,1722,0,35,-1,79,31db0ce8a4,16,21
10635104676636310710,14102212,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,97198acf,f39b265e,1,0,1005,15702,320,50,1722,0,35,100084,79,e3d8157e68,8,11
11150156985650160062,14102212,0,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,84b201cc,8b1aa260,1,0,1005,21769,320,50,2507,0,35,-1,157,9833ef5622,7,10
11377359522331864256,14102212,0,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,a99f214a,8c9c0d74,be6db1d7,1,0,1005,21778,320,50,2503,2,35,-1,90,16b19e51f6,1,1
12956846557239314235,14102212,0,1,16c73019,8025317b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9a603c79,1f0bc64f,1,0,1005,21770,320,50,2507,0,35,-1,157,cfe667382d,1,6
13564612752981900469,14102212,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e99c4df5,ad0177e7,1,0,1005,21853,216,36,2524,0,35,-1,221,06d4240fa8,2,2
13842951280484215803,14102212,1,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,5b86e4b6,518f4a32,1,0,1005,21767,320,50,2506,0,35,-1,157,83bdb4dbef,4,5
13848910306685942654,14102212,1,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,99751ac5,1ccc7835,1,0,1005,21770,320,50,2507,0,35,100177,157,ad5227cf21,3,5
14510947978238340979,14102212,0,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,59758d43,6afc734f,1,0,1005,21877,320,50,2526,0,35,100077,221,1eb30cdfc2,1,6
14677622943234994248,14102212,0,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,39b9b4cc,db1d05df,1,0,1005,21769,320,50,2507,0,35,-1,157,82071fd0c4,6,6
15852858046739862033,14102212,0,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,63cc1fca,a7eeb367,1,0,1005,21768,320,50,2506,0,35,-1,157,674e439ac4,1,3
16340030178869212787,14102212,0,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f15d1397,8a4875bd,1,0,1005,21894,320,50,2526,0,35,-1,221,09a8a4be02,37,70
16869585590909468902,14102212,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a93c05e1,5096d134,1,0,1005,15701,320,50,1722,0,35,100083,79,3bf2a0e43d,2,2
17337105237717774745,14102212,0,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af62faf4,bb2ea497,1,0,1005,9478,320,50,906,3,1451,100156,61,637499e0b8,5,28
17658599501031510787,14102212,1,0,85f751fd,c4e18dd6,50e219e0,924cf0f6,2347f47a,0f2161f8,a99f214a,3259d813,5096d134,1,0,1005,21768,320,50,2506,0,35,-1,157,f430de36fc,8,28
18062388935970403880,14102212,1,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,39c77ab6,1aea2343,fce66524,1,0,1005,17017,320,50,1873,3,39,-1,23,2f6583e2c1,1,1
18303503225545714246,14102212,1,0,89a490f5,ce307e01,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,e86be36d,4ea23a13,1,0,1005,21883,320,50,2526,0,35,-1,221,1707e29fa0,10,16
2479721991008596343,14102212,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,75bb1b58,05e70df4,1,0,1005,21853,216,36,2524,0,35,-1,221,5e2a9f6e59,9,12
3067445220004177710,14102212,1,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,a040f032,6e5b2344,1,0,1005,14265,320,50,1526,2,169,100111,35,4124392584,8,11
3907178875151565594,14102212,0,0,85f751fd,c4e18dd6,50e219e0,4b08f369,2347f47a,0f2161f8,a99f214a,f203adcc,8f1db0bc,1,2,1005,21768,320,50,2506,0,35,-1,157,1e85364345,10,43
4253122488558738301,14102212,0,0,85f751fd,c4e18dd6,50e219e0,316440d7,33da2e74,f95efa07,a99f214a,f1542531,cf28826a,1,0,1005,21770,320,50,2507,0,35,-1,157,a5f0fe6363,5,8
4390889833674505958,14102212,0,0,85f751fd,c4e18dd6,50e219e0,1d64ced5,2347f47a,8ded1f7a,76a5865b,4fa02a6f,1f0bc64f,1,2,1005,15702,320,50,1722,0,35,-1,79,239f316c3b,3,4
4480388596822231736,14102212,1,0,9e8e8d09,16a36ef3,50e219e0,ecad2386,7801e8d9,07d7df22,58ea2e59,44c08b52,43e7b962,0,0,1002,5296,320,50,479,3,39,100077,23,3014960c62,6,7
4505719776097320886,14102212,1,0,1a5c1d83,5dddf09e,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,19c4ebe0,76dc4769,1,0,1005,21768,320,50,2506,0,35,100148,157,5eec4acb45,1,17
460929241967488377,14102212,0,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cea9cde7,dd30dbd2,1,0,1005,21877,320,50,2526,0,35,100074,221,b570126e0a,4,17
4773737962699337853,14102212,0,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,fe36fc51,542422a7,1,0,1005,18648,320,50,1092,3,811,100156,61,d99d8ae1d9,20,20
5040280372354495859,14102212,0,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,327b70e4,722853bb,1,0,1005,21768,320,50,2506,0,35,100111,157,ee038b63f3,1,7
5184519719842323527,14102212,0,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f7b646d8,8a4875bd,1,0,1005,21877,320,50,2526,0,35,100081,221,9005c20bf6,13,15
5503543555646509217,14102212,0,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,9337dc2f,d6e0e6ff,1,0,1005,21767,320,50,2506,0,35,100148,157,0cba1bbe3c,3,3
5725756262698368981,14102212,0,1,cbb01868,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,119afd0c,945dd5c4,1,0,1005,20355,216,36,2333,0,39,-1,157,8fb7b846de,2,9
6282276666271438768,14102212,0,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,ef237d8f,d787e91b,1,0,1005,21153,320,50,2420,2,35,-1,69,dfcd9c59d7,6,10
7183135934188020688,14102212,1,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,6825d48e,1b775ba5,684581ce,1,0,1005,4687,320,50,423,2,39,100148,32,4277ef2314,6,18
738473518292348712,14102212,0,0,2b1ddb24,98acf46c,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,8603a054,db2c36d9,1,0,1005,20355,216,36,2333,0,39,-1,157,2fff528709,3,5
8210009328514112363,14102212,0,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,451e1af8,8a4875bd,1,0,1005,20362,320,50,2333,0,39,-1,157,9ed6bac2fb,10,12
9033937513003195622,14102212,1,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,0d16a8d9,cc1b551e,1,2,1005,14265,320,50,1526,2,169,100111,35,8d7ca68d20,2,8
9483540917314788249,14102212,0,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,b32fdc3a,ef726eae,1,0,1005,21768,320,50,2506,0,35,100143,157,5bf339c9f6,3,7
9572225968480708000,14102212,0,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,16d78404,e56c31af,f07e20f8,4,3,1010,15703,320,50,1722,0,35,100084,79,c66257c352,1,16
9746937978623514011,14102212,0,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,86bc4b6e,99e427c9,1,0,1005,21611,320,50,2480,3,297,100111,61,ec3ddfce46,14,27
10216869260197515350,14102213,0,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,f01ad97e,1ccc7835,1,0,1005,21769,320,50,2507,0,35,100084,157,abd592f5ee,2,11
10476772474949290973,14102213,0,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2f323f36,3bb1ddd7,1,0,1005,9478,320,50,906,3,1451,100156,61,734c49bf39,5,14
10718725203695624758,14102213,0,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2667cb75,1ccc7835,1,0,1005,21769,320,50,2507,0,35,100177,157,04cb2dac2a,1,5
10959970603578767890,14102213,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,76ed71b3,c6263d8a,1,0,1005,15704,320,50,1722,0,35,-1,79,c3ce89f8bb,1,1
11544549172708600639,14102213,1,0,d8bb8687,98e6755b,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,e8619635,2203a096,1,0,1005,17239,320,50,1973,3,39,-1,23,9f1ac5b5b5,12,13
1167415393701081141,14102213,1,0,38217daf,449497bc,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,eea6161a,8441e1f3,1,0,1005,20093,300,250,2295,2,35,100077,23,c95cc22614,1,1
11698914134775278766,14102213,0,0,9578c4f5,750413f7,50e219e0,ecad2386,7801e8d9,07d7df22,7225e84b,f917fe0d,6f856677,0,0,1002,17566,320,50,479,3,39,-1,23,16b19e51f6,1,1
12028493214804611844,14102213,1,0,517b8671,ac5abf20,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,94860ec9,eba9519f,1,0,1005,21767,320,50,2506,0,35,100079,157,d44db17c41,6,7
12469110644066871669,14102213,0,1,222acd54,de0f0f82,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b1362d98,d7fe30a4,1,0,1005,21875,320,50,2526,0,35,100075,221,2be9b4a2fc,3,3
12708950151251885614,14102213,1,0,f6cba1bd,5c9c05b7,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6ef8bf1a,73b4563d,1,2,1005,21769,320,50,2507,0,35,100156,157,31dedc938e,1,4
12888296519277494788,14102213,0,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,df85285b,8a4875bd,1,0,1005,15708,320,50,1722,0,35,100084,79,a3433b2fd4,6,15
12988414469376977735,14102213,1,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c64f8ed3,ecb851b2,1,0,1005,21836,300,250,2523,0,35,-1,221,aa70a46ce4,10,12
13234092180244737276,14102213,0,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,ff67d679,9b5ce758,1,0,1005,21611,320,50,2480,3,297,100111,61,c9993d43d1,4,7
13571940569593189419,14102213,0,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,99f8b31b,2891f384,1,0,1005,21767,320,50,2506,0,35,-1,157,d3ea687be2,15,18
13737021838539299219,14102213,0,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,7bef6fcc,c5d4327c,7b75d3a6,1,0,1005,21769,320,50,2507,0,35,-1,157,ffb6d9f1b9,1,3
14369411515103194294,14102213,0,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,fe386bf6,aaffed8f,1,0,1005,21767,320,50,2506,0,35,-1,157,9eb9a81c2f,44,51
14944058642369333770,14102213,0,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d90a7774,3bb1ddd7,1,0,1005,9478,320,50,906,3,1451,100156,61,00a9dacb04,4,4
15685136661344398186,14102213,1,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,e9fec555,947f5ef6,1,0,1005,20093,300,250,2295,2,35,100075,23,5c62c998cd,5,5
15927741334886520677,14102213,0,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d2d5f90d,779d90c2,1,0,1005,17747,320,50,1974,2,39,100021,33,89170a6e1e,6,8
16779248944348820485,14102213,0,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e3eaf5e2,d25693ce,1,0,1005,21769,320,50,2507,0,35,-1,157,61495bd4c9,6,45
17538090996410377584,14102213,0,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,5e077054,101a9f9b,00b1f3a7,1,0,1005,1039,320,50,178,3,1327,100148,15,bb85e767b6,8,8
18114854340297592871,14102213,0,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,1004661e,d9e3c045,1,0,1005,21767,320,50,2506,0,35,-1,157,e189070165,2,29
2312988013090347575,14102213,0,0,38c202aa,4afa254d,50e219e0,ecad2386,7801e8d9,07d7df22,f2a86927,34c0d5dd,72dab84d,0,0,1002,4687,320,50,423,2,39,100148,32,4d4027dd27,16,17
3540298435954932593,14102213,0,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,47030f32,1f0bc64f,1,0,1005,21769,320,50,2507,0,35,-1,157,57a955ad47,15,22
357140261920281031,14102213,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,acf569e1,1aa0e912,1,0,1005,15702,320,50,1722,0,35,-1,79,6c8e1457de,1,8
3661283574271375197,14102213,1,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b2968431,7ac6007f,1,2,1005,21830,320,50,2522,0,35,100084,221,93937750a0,3,4
4054709602616475723,14102213,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a046be6c,8a4875bd,1,0,1005,15704,320,50,1722,0,35,-1,79,77f47bc716,1,4
4070548913433049321,14102213,0,0,85f751fd,c4e18dd6,50e219e0,6a7bc718,2347f47a,0f2161f8,a99f214a,8c22562e,73b4563d,1,2,1005,21768,320,50,2506,0,35,-1,157,09a8a4be02,23,40
4860974041608496220,14102213,0,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,523ad244,e8cb3114,1538d6e1,1,2,1005,21768,320,50,2506,0,35,100111,157,5ce2571296,2,5
5288224803919754923,14102213,0,0,85f751fd,c4e18dd6,50e219e0,c0c5eb49,f2f777fb,0f2161f8,a99f214a,17f08d0c,b4b19c97,1,0,1005,21611,320,50,2480,3,297,100111,61,9017e0c402,1,2
535194563473194810,14102213,0,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6394f6f6,3bb1ddd7,1,0,1005,9478,320,50,906,3,1451,100156,61,8457a47939,18,26
5843195472850145863,14102213,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,31e3780d,05e70df4,1,0,1005,21853,216,36,2524,0,35,-1,221,6d74b776a1,6,24
7443087909531083610,14102213,1,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,212637ab,1c6a881d,1,2,1005,21769,320,50,2507,0,35,100176,157,35c011fd55,1,1
7497808396302562115,14102213,0,0,f6cba1bd,5c9c05b7,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,17c8beec,be6db1d7,1,0,1005,21768,320,50,2506,0,35,100079,157,f2b5f9da4a,2,8
7549515940286522080,14102213,0,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,9111a99f,a20423e5,1,0,1005,21768,320,50,2506,0,35,-1,157,5eeb7c45c4,6,7
8630450972506218716,14102213,0,0,85f751fd,c4e18dd6,50e219e0,93d786c6,2347f47a,0f2161f8,a99f214a,7e774d5a,05e70df4,1,0,1005,21737,300,250,2502,0,35,100084,221,c48792124c,8,8
8841693052840772811,14102213,0,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,3895cbdc,6871ac88,1,0,1005,21767,320,50,2506,0,35,-1,157,edfee8b053,1,2
9640954921882762401,14102213,0,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,4369fa18,5cdedf25,fcbb592f,1,0,1005,20634,320,50,2374,3,39,-1,23,4ac0eb2207,2,3
9828362282733105003,14102213,0,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,fae12280,1f0bc64f,1,0,1005,21767,320,50,2506,0,35,-1,157,f39217048c,17,21
10901024905864029222,14102214,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9b1fe278,4ea23a13,1,0,1005,15704,320,50,1722,0,35,-1,79,15ff8c215c,7,8
12167946857445589641,14102214,1,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a984be7c,da10f4da,1,0,1005,10741,320,50,1076,0,35,-1,79,c64c6dbabf,1,2
14883059844506117282,14102214,1,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,251d821b,5096d134,1,0,1005,4687,320,50,423,2,39,-1,32,360081a49a,23,45
15661088908867799774,14102214,0,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,0f3c8779,411d4489,d8337869,5,2,1010,15702,320,50,1722,0,35,100083,79,a6c0b46937,1,31
167610622680618758,14102214,0,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,009a7861,3bb1ddd7,1,0,1005,9478,320,50,906,3,1451,100156,61,590f30c106,16,53
